subject_id	trial	response_type	probability
89	0	0	0.07980515
89	1	0	0.017739784
89	2	0	0.009318158
89	3	0	0.008084482
89	4	0	0.007927827
89	5	0	0.0079070255
89	6	0	0.007904177
89	7	0	0.007903778
89	8	0	0.007903721
89	9	0	0.007903714
89	10	0	0.007903713
89	11	0	0.007903712
89	12	0	0.007903712
89	13	0	0.007903712
89	14	0	0.007903712
89	15	0	0.007903713
89	16	0	0.007903713
89	17	0	0.007903713
89	18	0	0.007903712
89	19	0	0.007903712
89	20	0	0.007903712
89	21	0	0.007903713
89	22	0	0.007903713
89	23	0	0.007903712
89	24	0	0.007903713
90	0	0	0.051083207
90	1	0	0.046581525
90	2	0	0.013643912
90	3	0	0.009351664
90	4	0	0.008765736
90	5	0	0.008681102
90	6	0	0.008015603
90	7	0	0.007918628
90	8	0	0.007905769
90	9	0	0.007904009
90	10	0	0.007903752
90	11	0	0.007903718
90	12	0	0.007903714
90	13	0	0.007903713
90	14	0	0.007903714
90	15	0	0.007903713
90	16	0	0.007903714
90	17	0	0.007903714
90	18	0	0.007903713
90	19	0	0.007903713
90	20	0	0.007903713
90	21	0	0.007903714
90	22	0	0.007903714
90	23	0	0.007903714
90	24	0	0.007903714
91	0	0	0.2755119
91	1	0	0.046477035
91	2	0	0.013430946
91	3	0	0.008700379
91	4	0	0.008017226
91	5	0	0.007920075
91	6	0	0.007906021
91	7	0	0.007904047
91	8	0	0.007903761
91	9	0	0.007903718
91	10	0	0.007903714
91	11	0	0.007903714
91	12	0	0.007903713
91	13	0	0.007903714
91	14	0	0.007903713
91	15	0	0.007903714
91	16	0	0.007903713
91	17	0	0.007903713
91	18	0	0.007903713
91	19	0	0.007903713
91	20	0	0.007903714
91	21	0	0.007903713
91	22	0	0.007903712
91	23	0	0.007903713
91	24	0	0.007903713
92	0	0	0.08849136
92	1	0	0.019422945
92	2	0	0.009564138
92	3	0	0.008139301
92	4	0	0.007937814
92	5	0	0.007908616
92	6	0	0.007904338
92	7	0	0.007903796
92	8	0	0.007903725
92	9	0	0.007903714
92	10	0	0.007903713
92	11	0	0.007903713
92	12	0	0.007903712
92	13	0	0.007903712
92	14	0	0.007903712
92	15	0	0.007903713
92	16	0	0.007903712
92	17	0	0.007903712
92	18	0	0.007903712
92	19	0	0.007903712
92	20	0	0.007903713
92	21	0	0.007903712
92	22	0	0.007903713
92	23	0	0.007903712
92	24	0	0.007903712
93	0	0	0.06851188
93	1	0	0.06267099
93	2	0	0.015773544
93	3	0	0.009038152
93	4	0	0.008066305
93	5	0	0.007927207
93	6	0	0.007907116
93	7	0	0.007904202
93	8	0	0.007903773
93	9	0	0.00790372
93	10	0	0.007903714
93	11	0	0.007903712
93	12	0	0.007903712
93	13	0	0.007903713
93	14	0	0.007903713
93	15	0	0.007903712
93	16	0	0.007903712
93	17	0	0.007903712
93	18	0	0.007903712
93	19	0	0.007903713
93	20	0	0.007903712
93	21	0	0.007903712
93	22	0	0.007903713
93	23	0	0.007903712
93	24	0	0.007903712
94	0	0	0.01694296
94	1	0	0.009191598
94	2	0	0.008089928
94	3	0	0.007930507
94	4	0	0.007907244
94	5	0	0.007904194
94	6	0	0.00790378
94	7	0	0.007903723
94	8	0	0.007903715
94	9	0	0.007903714
94	10	0	0.007903714
94	11	0	0.007903713
94	12	0	0.007903714
94	13	0	0.007903713
94	14	0	0.007903713
94	15	0	0.007903713
94	16	0	0.007903713
94	17	0	0.007903713
94	18	0	0.007903713
94	19	0	0.007903713
94	20	0	0.007903713
94	21	0	0.007903714
94	22	0	0.007903713
94	23	0	0.007903713
94	24	0	0.007903713
95	0	0	0.017066896
95	1	0	0.009225421
95	2	0	0.008094171
95	3	0	0.007930686
95	4	0	0.007907567
95	5	0	0.007904271
95	6	0	0.007903795
95	7	0	0.007903725
95	8	0	0.007903715
95	9	0	0.007903714
95	10	0	0.007903714
95	11	0	0.007903713
95	12	0	0.007903713
95	13	0	0.007903713
95	14	0	0.007903713
95	15	0	0.007903713
