epoch	loss	accuracy	solved	dataset	run_id
0	2.2093155	0.084156655	0.0	train	9
1	0.91532797	0.71512467	0.06975	train	9
2	0.53643566	0.8852129	0.41354445	train	9
3	0.48891962	0.9078604	0.4915611	train	9
4	0.4717394	0.91761893	0.5229833	train	9
5	0.46183506	0.9234305	0.54110557	train	9
6	0.45444345	0.9279658	0.55816114	train	9
7	0.44931787	0.9310369	0.56891114	train	9
8	0.4434205	0.9346075	0.5833778	train	9
9	0.44263858	0.93526137	0.5869611	train	9
10	0.4345241	0.9399927	0.60381114	train	9
11	0.4318234	0.94158614	0.6095889	train	9
12	0.42814454	0.9438584	0.6189	train	9
13	0.4250493	0.94564456	0.62574446	train	9
14	0.4216256	0.9478262	0.63285	train	9
15	0.41995022	0.94871217	0.63753337	train	9
16	0.42561272	0.9459464	0.62708336	train	9
17	0.41699252	0.9505884	0.64526665	train	9
18	0.4143226	0.9520029	0.6510611	train	9
19	0.41062912	0.9540591	0.65906113	train	9
20	0.41057238	0.95401174	0.6593722	train	9
21	0.40821883	0.9554195	0.6657389	train	9
22	0.40672678	0.95626974	0.66868335	train	9
23	0.4076899	0.95580804	0.6680167	train	9
24	0.4032565	0.9582984	0.6783722	train	9
25	0.40513888	0.95715165	0.67345	train	9
26	0.4012331	0.95938224	0.68355	train	9
27	0.40002868	0.9601403	0.68644446	train	9
28	0.39937514	0.96061975	0.6881111	train	9
29	0.39874324	0.9609776	0.6892	train	9
30	0.39706847	0.96172327	0.69330555	train	9
31	0.39647654	0.962161	0.69559443	train	9
32	0.39604288	0.96240467	0.6976111	train	9
33	0.3948114	0.9629302	0.69962776	train	9
34	0.39475334	0.9629586	0.70079446	train	9
35	0.39407668	0.9634464	0.7013111	train	9
36	0.39264408	0.96418697	0.70632225	train	9
37	0.3921787	0.96443456	0.70674443	train	9
38	0.39198697	0.96444494	0.70717776	train	9
39	0.39122975	0.9649378	0.70906115	train	9
40	0.39147228	0.9649169	0.7091	train	9
41	0.39000928	0.96548766	0.71265554	train	9
42	0.39005288	0.96548796	0.7132556	train	9
43	0.38910207	0.96588373	0.7142556	train	9
44	0.3888878	0.96611774	0.71545	train	9
45	0.3883352	0.96636826	0.71653336	train	9
46	0.3885144	0.96628326	0.71689445	train	9
47	0.39848503	0.96110666	0.6933778	train	9
48	0.39876807	0.96084183	0.6928833	train	9
49	0.38873285	0.9658609	0.7157222	train	9
50	0.38792807	0.9663861	0.7165667	train	9
51	0.38683474	0.96705824	0.7205167	train	9
52	0.38693956	0.96687067	0.71981114	train	9
53	0.3864839	0.9672436	0.7219167	train	9
54	0.38612607	0.96737814	0.7216778	train	9
55	0.38611034	0.9672548	0.7220278	train	9
56	0.38593757	0.96750855	0.72245	train	9
57	0.38514915	0.9678137	0.7243889	train	9
58	0.38538867	0.9677821	0.72417223	train	9
59	0.38511065	0.96788156	0.7251056	train	9
60	0.3848843	0.9679494	0.7260445	train	9
61	0.3852269	0.96776766	0.7247111	train	9
62	0.38495538	0.9679436	0.72485554	train	9
63	0.38404265	0.96839124	0.7273778	train	9
64	0.38408098	0.9684449	0.72723335	train	9
65	0.38435122	0.9682883	0.7263278	train	9
66	0.38418967	0.9683531	0.72645557	train	9
67	0.38411564	0.96820647	0.7268	train	9
68	0.38324502	0.9687182	0.7294056	train	9
69	0.3835688	0.96859556	0.7280389	train	9
70	0.38400006	0.96824753	0.7274333	train	9
71	0.3828542	0.9689453	0.73032224	train	9
72	0.38262054	0.9690902	0.73054445	train	9
73	0.3824162	0.9692769	0.7308556	train	9
74	0.38216352	0.9693328	0.73196113	train	9
75	0.38311532	0.96883863	0.72967225	train	9
76	0.38204306	0.96938115	0.73233336	train	9
77	0.3819471	0.9693918	0.7328167	train	9
78	0.38176492	0.9694452	0.73220557	train	9
79	0.382143	0.96926874	0.7324	train	9
80	0.38171384	0.9695919	0.73362225	train	9
81	0.38162482	0.96946484	0.73290557	train	9
82	0.3813497	0.9697327	0.7341834	train	9
83	0.38106114	0.9698736	0.7347556	train	9
84	0.38160783	0.9695719	0.73380554	train	9
85	0.38102695	0.96990407	0.73618335	train	9
86	0.38122892	0.9696685	0.7346945	train	9
87	0.38054204	0.97009975	0.7361444	train	9
88	0.3808903	0.9699476	0.73523337	train	9
89	0.38045168	0.9701601	0.7367278	train	9
90	0.3802709	0.9702941	0.7375111	train	9
91	0.3807326	0.96996206	0.73636115	train	9
92	0.3824562	0.9690998	0.7318444	train	9
93	0.37970808	0.9705406	0.73855555	train	9
94	0.3800003	0.97034913	0.7384722	train	9
95	0.38078117	0.96995145	0.7352056	train	9
96	0.37964916	0.9704705	0.7378278	train	9
97	0.3806852	0.9699823	0.73612225	train	9
98	0.37943727	0.9706518	0.7399	train	9
99	0.37955892	0.9706105	0.7385333	train	9
100	0.37955227	0.9706314	0.73882776	train	9
0	2.2093122	0.084319614	0.0	test	9
1	0.59679747	0.8604945	0.31855556	test	9
2	0.49988487	0.9000123	0.4532778	test	9
3	0.47763625	0.9138333	0.50622225	test	9
4	0.46241057	0.9237853	0.5502222	test	9
5	0.46167627	0.9227627	0.5335	test	9
6	0.4627754	0.9216763	0.5151111	test	9
7	0.44523078	0.9342291	0.5885556	test	9
8	0.43898433	0.93720233	0.6028889	test	9
9	0.43794894	0.9379616	0.6081667	test	9
10	0.43422967	0.9400185	0.60555553	test	9
11	0.4345203	0.93813443	0.5835	test	9
12	0.42433286	0.94634223	0.6308889	test	9
13	0.43568233	0.93960696	0.58955556	test	9
14	0.4226225	0.946404	0.615	test	9
15	0.41943708	0.9491872	0.6345	test	9
16	0.4225033	0.9480514	0.6346111	test	9
17	0.42031908	0.94908094	0.63894445	test	9
18	0.41531911	0.9513011	0.64794445	test	9
19	0.41311756	0.95353633	0.66983336	test	9
20	0.40995288	0.95402056	0.6672778	test	9
21	0.4072283	0.9550645	0.66094446	test	9
22	0.40589604	0.9571413	0.6877222	test	9
23	0.4045635	0.95768243	0.6792222	test	9
24	0.4014587	0.95863783	0.6803333	test	9
25	0.40096223	0.95949996	0.68833333	test	9
26	0.4092142	0.9545192	0.65822226	test	9
27	0.4007444	0.9592304	0.67572224	test	9
28	0.39859852	0.9614609	0.6994445	test	9
29	0.40221727	0.9579314	0.66477776	test	9
30	0.40011317	0.9609424	0.7045556	test	9
31	0.3967901	0.9616639	0.69544446	test	9
32	0.39566842	0.96286553	0.70372224	test	9
33	0.39655143	0.9623834	0.7042222	test	9
34	0.39504847	0.96259737	0.6932222	test	9
35	0.39442274	0.9638779	0.7122222	test	9
36	0.3945129	0.9627812	0.70683336	test	9
37	0.3927772	0.96340877	0.7053889	test	9
38	0.39676598	0.96078324	0.6856667	test	9
39	0.39371482	0.9630226	0.6907778	test	9
40	0.3912036	0.96467143	0.7115	test	9
41	0.39105457	0.9648662	0.7135556	test	9
42	0.39097938	0.96512824	0.719	test	9
43	0.3971922	0.96060836	0.6837778	test	9
44	0.39175284	0.9655775	0.7190556	test	9
45	0.38981196	0.965812	0.7251111	test	9
46	0.38779598	0.96612346	0.71133333	test	9
47	0.43092647	0.94523114	0.63622224	test	9
48	0.39362636	0.9635041	0.70805556	test	9
49	0.39010218	0.96475375	0.7145	test	9
50	0.38941333	0.96602196	0.7162778	test	9
51	0.3869883	0.9664636	0.71250004	test	9
52	0.38732767	0.9667736	0.7281667	test	9
53	0.3865832	0.9671406	0.7218889	test	9
54	0.3886547	0.9666694	0.7367778	test	9
55	0.3858515	0.9675384	0.7265556	test	9
56	0.38661957	0.9669952	0.7263889	test	9
57	0.3914595	0.9645226	0.71144444	test	9
58	0.3891773	0.96549106	0.71750003	test	9
59	0.3872144	0.96652603	0.7224445	test	9
60	0.38723353	0.96577775	0.7095	test	9
61	0.38710868	0.9670974	0.73472226	test	9
62	0.38781017	0.9665432	0.721	test	9
63	0.3860058	0.9662428	0.70872223	test	9
64	0.38488752	0.96847665	0.7338889	test	9
65	0.3874727	0.9663169	0.71977776	test	9
66	0.38563812	0.9667318	0.7127778	test	9
67	0.38745037	0.9668121	0.7225	test	9
68	0.38578898	0.96763307	0.7307778	test	9
69	0.39027226	0.9649348	0.71433336	test	9
70	0.38649678	0.96691424	0.72322226	test	9
71	0.38573083	0.9664602	0.70883334	test	9
72	0.38490626	0.9676193	0.7226667	test	9
73	0.38401502	0.9681811	0.7207778	test	9
74	0.38450894	0.968358	0.73377776	test	9
75	0.38389957	0.96776676	0.72483337	test	9
76	0.38201815	0.96949244	0.73366666	test	9
77	0.38570797	0.9671111	0.72661114	test	9
78	0.3847836	0.9680466	0.734	test	9
79	0.38990614	0.9664088	0.7256111	test	9
80	0.38184306	0.96931547	0.7353333	test	9
81	0.3861171	0.9672311	0.7225	test	9
82	0.38410622	0.9683621	0.72783333	test	9
83	0.3832103	0.9684678	0.7361111	test	9
84	0.3840101	0.9684739	0.7346111	test	9
85	0.38073376	0.97006583	0.7390556	test	9
86	0.383926	0.96840256	0.7326667	test	9
87	0.3848676	0.96770847	0.7323889	test	9
88	0.38217422	0.9690713	0.7352778	test	9
89	0.3829661	0.96853566	0.7308889	test	9
90	0.38378897	0.96864057	0.74194443	test	9
91	0.38421148	0.96802604	0.7256667	test	9
92	0.3833356	0.96885663	0.735	test	9
93	0.38269573	0.9689561	0.7353333	test	9
94	0.3828404	0.96897185	0.7272778	test	9
95	0.38199678	0.96978533	0.74266666	test	9
96	0.38072518	0.97050065	0.7453333	test	9
97	0.38210127	0.9697798	0.7383889	test	9
98	0.38844973	0.9669787	0.72683334	test	9
99	0.38285667	0.96909255	0.73377776	test	9
100	0.3827699	0.9684897	0.72733337	test	9
