epoch	loss	accuracy	solved	dataset	run_id
74	0.38323677	0.96872216	0.72911114	train	3
75	0.3836609	0.9684939	0.7273778	train	3
76	0.38253045	0.9691013	0.73084444	train	3
77	0.38171923	0.9695584	0.7334833	train	3
78	0.3821281	0.969357	0.7316722	train	3
79	0.3811751	0.9697944	0.73450553	train	3
80	0.3813636	0.9697234	0.73401666	train	3
81	0.38324878	0.9686373	0.72831666	train	3
82	0.38081712	0.9700262	0.73557776	train	3
83	0.38102034	0.96988547	0.7352222	train	3
84	0.38076782	0.97003037	0.73487777	train	3
85	0.38184077	0.96943533	0.7316889	train	3
86	0.38048673	0.97024727	0.73663336	train	3
87	0.38038456	0.97022736	0.7361444	train	3
88	0.3806377	0.97015077	0.7362722	train	3
89	0.38005593	0.97048277	0.73729444	train	3
90	0.3801875	0.97030246	0.73617226	train	3
91	0.37999967	0.97048503	0.7380889	train	3
92	0.3805195	0.9701665	0.736	train	3
93	0.37994596	0.9704784	0.73667777	train	3
94	0.38001868	0.9704877	0.7370167	train	3
95	0.3809094	0.97004485	0.73542225	train	3
96	0.37964925	0.97069126	0.7391667	train	3
97	0.3792165	0.9707839	0.73980004	train	3
98	0.38030216	0.9703068	0.7363389	train	3
99	0.37944818	0.97066873	0.73871666	train	3
100	0.3792924	0.97084403	0.7403278	train	3
0	2.2120576	0.10852606	0.0	test	3
1	0.61282796	0.85098696	0.2937222	test	3
2	0.5005966	0.90049726	0.47066668	test	3
3	0.4775772	0.91306996	0.5177778	test	3
4	0.466177	0.920893	0.5422222	test	3
5	0.46453172	0.9219506	0.52805555	test	3
6	0.45797616	0.9249883	0.53522223	test	3
7	0.4554086	0.92732507	0.5483889	test	3
8	0.44301504	0.93484634	0.58422226	test	3
9	0.43743798	0.9380521	0.59511113	test	3
10	0.43130392	0.9407483	0.5974445	test	3
11	0.43059346	0.94255483	0.61594445	test	3
12	0.43723866	0.9365233	0.5719445	test	3
13	0.4199214	0.9498052	0.65172225	test	3
14	0.43916133	0.9378834	0.5912778	test	3
15	0.42836893	0.94352263	0.6287778	test	3
16	0.4142687	0.95236695	0.6478889	test	3
17	0.41675547	0.9504801	0.64655554	test	3
18	0.41105634	0.9524211	0.63994443	test	3
19	0.406377	0.956989	0.681	test	3
20	0.4052185	0.9580926	0.6845556	test	3
21	0.40516907	0.95671535	0.66822225	test	3
22	0.4061952	0.9569197	0.6747778	test	3
23	0.4020394	0.95818174	0.66972226	test	3
24	0.40347922	0.9578532	0.68461114	test	3
25	0.40141374	0.95939845	0.68655556	test	3
26	0.3998185	0.9597565	0.6862778	test	3
27	0.4000209	0.9601118	0.6842222	test	3
28	0.4033487	0.95907474	0.6931667	test	3
29	0.40064308	0.96017283	0.69305557	test	3
30	0.39622334	0.96192044	0.6983333	test	3
31	0.40283975	0.95831823	0.6689445	test	3
32	0.3942828	0.96325237	0.6983333	test	3
33	0.39551997	0.96216047	0.69816667	test	3
34	0.39599884	0.96186626	0.694	test	3
35	0.39426503	0.9634403	0.7084445	test	3
36	0.39650637	0.96139574	0.70166665	test	3
37	0.3938018	0.9633731	0.7112778	test	3
38	0.39751363	0.96092314	0.69516665	test	3
39	0.39260444	0.9644979	0.71655554	test	3
40	0.3920573	0.96441907	0.7141667	test	3
41	0.3938257	0.9626289	0.71055555	test	3
42	0.391737	0.9629026	0.7015	test	3
43	0.38862988	0.96504045	0.7113889	test	3
44	0.394043	0.9632003	0.69972223	test	3
45	0.38955444	0.96557474	0.7161111	test	3
46	0.3904348	0.9649108	0.7075556	test	3
47	0.3927367	0.964382	0.7161667	test	3
48	0.3870885	0.9658662	0.7098333	test	3
49	0.38710925	0.96698487	0.7313889	test	3
50	0.38770637	0.9661543	0.7133889	test	3
51	0.38970616	0.96526676	0.7167778	test	3
52	0.3889566	0.96443206	0.7075	test	3
53	0.38795882	0.9655617	0.71955556	test	3
54	0.41879904	0.9493532	0.65411115	test	3
55	0.38732702	0.96576196	0.7138889	test	3
56	0.38537917	0.9670446	0.7240556	test	3
57	0.3854944	0.96773183	0.7264444	test	3
58	0.38674575	0.9670432	0.7276667	test	3
59	0.38485336	0.96816665	0.7261111	test	3
60	0.38543537	0.96718174	0.721	test	3
61	0.38744372	0.9660555	0.7188333	test	3
62	0.3868052	0.9670171	0.7302778	test	3
63	0.38918003	0.96510834	0.7116667	test	3
64	0.38332108	0.96831065	0.7275	test	3
65	0.38767436	0.9666543	0.7183889	test	3
66	0.39681715	0.96200615	0.70066667	test	3
67	0.38445953	0.96778667	0.7249445	test	3
68	0.39292604	0.9636145	0.70705557	test	3
69	0.3855575	0.9673697	0.72366667	test	3
70	0.3841116	0.9681385	0.7237222	test	3
71	0.38403514	0.9681522	0.72822225	test	3
72	0.38664064	0.9669005	0.728	test	3
73	0.38386032	0.9679787	0.7248889	test	3
74	0.40100962	0.9596317	0.68194443	test	3
75	0.38769734	0.96641904	0.7237778	test	3
76	0.38313	0.96849996	0.72877777	test	3
77	0.38317832	0.96884495	0.7363889	test	3
78	0.38170445	0.96894234	0.73161113	test	3
79	0.3825846	0.96836627	0.7290556	test	3
80	0.38647592	0.9670267	0.71944445	test	3
81	0.38409314	0.96905214	0.7455	test	3
82	0.3823811	0.9687997	0.7355556	test	3
83	0.38511536	0.9687469	0.7445	test	3
84	0.3826878	0.96900684	0.7363889	test	3
85	0.38250533	0.96922016	0.7339445	test	3
86	0.38171947	0.9693148	0.7383889	test	3
87	0.38295224	0.9690027	0.73455554	test	3
88	0.38278216	0.9684225	0.7186667	test	3
89	0.38351363	0.9686207	0.7375	test	3
90	0.38607317	0.96748763	0.72444445	test	3
91	0.3803722	0.9705137	0.7457778	test	3
92	0.38090813	0.9696728	0.7336111	test	3
93	0.3836361	0.96824825	0.7238889	test	3
94	0.38190076	0.96901166	0.72683334	test	3
95	0.38295797	0.96825236	0.7307778	test	3
96	0.38469717	0.9675912	0.7172222	test	3
97	0.3822433	0.9690706	0.74050003	test	3
98	0.3808911	0.9697997	0.7353333	test	3
99	0.38240892	0.9693004	0.7357778	test	3
100	0.38186476	0.96961725	0.7386111	test	3
