epoch	loss	accuracy	solved	dataset	run_id
34	0.39234298	0.9637407	0.7015	test	2
35	0.3875924	0.9662839	0.7211667	test	2
36	0.41260928	0.95150137	0.65500003	test	2
37	0.39035907	0.96452194	0.712	test	2
38	0.43198588	0.9404451	0.595	test	2
39	0.3876528	0.96564674	0.7174445	test	2
40	0.38986385	0.96594375	0.72400004	test	2
41	0.387468	0.9661001	0.71566665	test	2
42	0.38989168	0.96523386	0.7207778	test	2
43	0.38615105	0.96643686	0.7163333	test	2
44	0.3906689	0.96498215	0.7141111	test	2
45	0.39071864	0.9654074	0.72661114	test	2
46	0.43953505	0.9378436	0.58816665	test	2
47	0.3945034	0.9623621	0.7034445	test	2
48	0.38652182	0.96801645	0.74222225	test	2
49	0.38521868	0.9673628	0.72744447	test	2
50	0.3891521	0.9667613	0.73233336	test	2
51	0.38633075	0.96720093	0.7214444	test	2
52	0.3821843	0.9695994	0.74583334	test	2
53	0.38653246	0.9676351	0.73127776	test	2
54	0.3843441	0.9689115	0.74105555	test	2
55	0.3846521	0.9674348	0.71694446	test	2
56	0.39442843	0.9622311	0.6994445	test	2
57	0.38917655	0.96589845	0.7218889	test	2
58	0.38357908	0.96859396	0.7381667	test	2
59	0.38364217	0.9681454	0.7272222	test	2
60	0.38173312	0.96922153	0.73355556	test	2
61	0.39102364	0.9650384	0.71194446	test	2
62	0.38121647	0.9698237	0.73216665	test	2
63	0.38263863	0.9698196	0.7363889	test	2
64	0.38092476	0.9695624	0.72844446	test	2
65	0.38211071	0.9691111	0.73255557	test	2
66	0.38323906	0.9690535	0.7380556	test	2
67	0.38167623	0.96911454	0.72888887	test	2
68	0.3817694	0.9694547	0.7366667	test	2
69	0.39795616	0.95880586	0.6586667	test	2
70	0.38238823	0.9688477	0.7302778	test	2
71	0.38470045	0.96899176	0.741	test	2
72	0.3794846	0.97080106	0.7398889	test	2
73	0.3812844	0.9706461	0.7497778	test	2
74	0.3844262	0.96753705	0.71533334	test	2
75	0.38110393	0.96971536	0.7335	test	2
76	0.37977135	0.9707469	0.75027776	test	2
77	0.37989083	0.9695446	0.72433335	test	2
78	0.3825331	0.969478	0.7306667	test	2
79	0.3812351	0.9695754	0.7328889	test	2
80	0.37936157	0.97093415	0.74255556	test	2
81	0.38215798	0.9687743	0.72322226	test	2
82	0.37924895	0.9708923	0.74322224	test	2
83	0.38175645	0.96967965	0.7357778	test	2
84	0.37845975	0.971633	0.7557222	test	2
85	0.378538	0.9711934	0.74744445	test	2
86	0.37899917	0.9711241	0.74722224	test	2
87	0.37939012	0.97061175	0.7443333	test	2
88	0.37997526	0.9704842	0.7363334	test	2
89	0.3787129	0.97079694	0.7397778	test	2
90	0.37785742	0.97143483	0.74872226	test	2
91	0.37896076	0.97054595	0.73944443	test	2
92	0.3771552	0.97172564	0.7469444	test	2
93	0.3763663	0.9722277	0.75611115	test	2
94	0.37775433	0.9711207	0.7367778	test	2
95	0.37750295	0.97160697	0.75555557	test	2
96	0.37952074	0.97039026	0.74255556	test	2
97	0.37878215	0.970607	0.7375	test	2
98	0.3778369	0.97171396	0.74994445	test	2
99	0.377024	0.97193414	0.739	test	2
100	0.376955	0.97246635	0.7608333	test	2
