epoch	loss	accuracy	solved	dataset	run_id
0	2.210674	0.11111111	0.0	train	1
1	0.90692896	0.716493	0.07208889	train	1
2	0.5293049	0.8889881	0.41780555	train	1
3	0.48352736	0.9116221	0.49711668	train	1
4	0.46628135	0.9215449	0.5321	train	1
5	0.4565018	0.9274376	0.5539333	train	1
6	0.44855878	0.9321979	0.5702	train	1
7	0.44455108	0.934421	0.58055	train	1
8	0.4382884	0.93817276	0.59406114	train	1
9	0.4336956	0.94078475	0.6049889	train	1
10	0.43244368	0.9415642	0.6090278	train	1
11	0.42548525	0.9454601	0.62615	train	1
12	0.4231484	0.9467118	0.6304333	train	1
13	0.41896006	0.94922054	0.6412945	train	1
14	0.42076164	0.9482996	0.63731664	train	1
15	0.41433588	0.9516666	0.6527333	train	1
16	0.4102689	0.95397073	0.6598778	train	1
17	0.40852532	0.9549574	0.66485	train	1
18	0.40771145	0.9550671	0.66650003	train	1
19	0.40404886	0.95726323	0.67506665	train	1
20	0.40192896	0.9584637	0.68093336	train	1
21	0.40034845	0.95929086	0.6839945	train	1
22	0.39934596	0.95982766	0.68743336	train	1
23	0.39862004	0.9601687	0.6881889	train	1
24	0.401584	0.9590795	0.68540555	train	1
25	0.3959478	0.961669	0.6951333	train	1
26	0.39463815	0.96234685	0.6985389	train	1
27	0.3951746	0.9621622	0.69867224	train	1
28	0.39291057	0.9631837	0.7031556	train	1
29	0.39521834	0.96232134	0.69943887	train	1
30	0.39126912	0.96408767	0.70722777	train	1
31	0.3909526	0.9642945	0.7083778	train	1
32	0.39514384	0.96205425	0.69858336	train	1
33	0.38947123	0.96514934	0.7116	train	1
34	0.38968432	0.96505773	0.71213335	train	1
35	0.38893843	0.96549124	0.7140222	train	1
36	0.38931614	0.9653772	0.71280557	train	1
37	0.38723108	0.96637106	0.71823335	train	1
38	0.38798618	0.9659161	0.71581113	train	1
39	0.3869703	0.9665216	0.7185611	train	1
40	0.38679105	0.96656233	0.71973336	train	1
41	0.38572875	0.9672869	0.7229056	train	1
42	0.38830823	0.96599424	0.7148667	train	1
43	0.38511342	0.9675847	0.72474444	train	1
44	0.3853964	0.96761143	0.7244722	train	1
45	0.38484296	0.9677545	0.7258278	train	1
46	0.3844397	0.9678419	0.7262167	train	1
47	0.38482645	0.96788126	0.72549444	train	1
48	0.38385782	0.9683532	0.72829443	train	1
49	0.38378602	0.9682075	0.72868335	train	1
50	0.38873222	0.96526736	0.71632224	train	1
51	0.3825471	0.9689431	0.73099446	train	1
52	0.39129978	0.9644623	0.7113	train	1
53	0.38217387	0.9691962	0.7330889	train	1
54	0.38719606	0.9663329	0.7208389	train	1
55	0.38174838	0.969375	0.7337278	train	1
56	0.38280138	0.9687356	0.73137224	train	1
57	0.38161996	0.96949464	0.73449445	train	1
58	0.38100746	0.9699373	0.73596114	train	1
59	0.3810657	0.96980804	0.73558336	train	1
60	0.38066596	0.9699333	0.7374222	train	1
61	0.38099825	0.96988815	0.73556113	train	1
62	0.380508	0.9701453	0.73828334	train	1
63	0.38052714	0.969957	0.73709446	train	1
64	0.38011855	0.97022325	0.7379444	train	1
65	0.3802854	0.9702327	0.7382333	train	1
66	0.38099962	0.9696821	0.7352056	train	1
67	0.37901834	0.9708859	0.74158335	train	1
68	0.37998688	0.9701462	0.73846114	train	1
69	0.3785177	0.97110665	0.7428833	train	1
70	0.37898886	0.9708427	0.74132776	train	1
71	0.37865406	0.9709979	0.7421833	train	1
72	0.38235572	0.96916866	0.73465556	train	1
73	0.37822467	0.9712154	0.74255556	train	1
74	0.37854692	0.97103024	0.74252224	train	1
75	0.3777411	0.97151846	0.74355	train	1
76	0.37784356	0.97142124	0.74365556	train	1
77	0.37761876	0.9715639	0.74505556	train	1
78	0.3782996	0.97125554	0.7438834	train	1
79	0.37758937	0.9715926	0.74537224	train	1
80	0.3778147	0.9714447	0.7448389	train	1
81	0.3769932	0.9718208	0.7462389	train	1
82	0.37722597	0.97182196	0.7456	train	1
83	0.37723047	0.97175664	0.74616665	train	1
84	0.37750366	0.97156847	0.7449222	train	1
85	0.37658784	0.9720825	0.7473611	train	1
86	0.376547	0.9721667	0.7476444	train	1
87	0.37668577	0.97199094	0.7465445	train	1
88	0.3770366	0.97188264	0.7458	train	1
89	0.37623283	0.97224075	0.74744445	train	1
90	0.38025832	0.97001034	0.73833334	train	1
91	0.37647828	0.9721233	0.7472778	train	1
92	0.3762646	0.9722219	0.74767226	train	1
93	0.3768891	0.9719039	0.7455	train	1
94	0.37589332	0.97245693	0.7477722	train	1
95	0.37604764	0.9723949	0.74801666	train	1
96	0.37595198	0.97247607	0.7486611	train	1
97	0.37565866	0.97253746	0.74835	train	1
98	0.37496737	0.9728798	0.75155556	train	1
99	0.37551636	0.972552	0.74972224	train	1
100	0.37521985	0.97293943	0.7519778	train	1
0	2.2106695	0.11111111	0.0	test	1
1	0.59226745	0.86231756	0.32805556	test	1
2	0.49919638	0.90539026	0.4787222	test	1
3	0.4710222	0.91893417	0.5223889	test	1
4	0.46851718	0.9194897	0.50916666	test	1
5	0.4562446	0.92589027	0.5242778	test	1
6	0.44615233	0.9342448	0.58133334	test	1
7	0.44257694	0.9363553	0.60377777	test	1
8	0.4368817	0.9381495	0.5746667	test	1
9	0.43242726	0.94079286	0.59683335	test	1
10	0.44145364	0.9354835	0.58100003	test	1
11	0.424181	0.9460528	0.6360556	test	1
12	0.41793963	0.9504122	0.65477777	test	1
13	0.41996	0.9486488	0.63861114	test	1
