subject_id	sid_hash	phase	trial	house_type
1451	d65d2f	practice	21	column
1451	d65d2f	practice	22	column
1451	d65d2f	practice	23	column
1451	d65d2f	practice	24	column
1451	d65d2f	practice	25	column
1451	d65d2f	test	1	row
1451	d65d2f	test	2	column
1451	d65d2f	test	3	column
1451	d65d2f	test	4	row
1451	d65d2f	test	5	column
1451	d65d2f	test	6	row
1451	d65d2f	test	7	row
1451	d65d2f	test	8	column
1451	d65d2f	test	9	column
1451	d65d2f	test	10	column
1451	d65d2f	test	11	row
1451	d65d2f	test	12	column
1451	d65d2f	test	13	row
1451	d65d2f	test	14	row
1451	d65d2f	test	15	column
1451	d65d2f	test	16	row
1451	d65d2f	test	17	column
1451	d65d2f	test	18	row
1451	d65d2f	test	19	column
1451	d65d2f	test	20	column
1451	d65d2f	test	21	row
1451	d65d2f	test	22	column
1451	d65d2f	test	23	row
1451	d65d2f	test	24	row
1451	d65d2f	test	25	column
1451	d65d2f	test	26	row
1451	d65d2f	test	27	column
1451	d65d2f	test	28	row
1451	d65d2f	test	29	row
1451	d65d2f	test	30	column
1451	d65d2f	test	31	row
1451	d65d2f	test	32	column
1451	d65d2f	test	33	row
1451	d65d2f	test	34	column
1451	d65d2f	test	35	row
1451	d65d2f	test	36	column
1451	d65d2f	test	37	column
1451	d65d2f	test	38	row
1451	d65d2f	test	39	column
1451	d65d2f	test	40	row
1451	d65d2f	test	41	row
1451	d65d2f	test	42	column
1451	d65d2f	test	43	row
1451	d65d2f	test	44	row
1451	d65d2f	test	45	column
1451	d65d2f	test	46	row
1451	d65d2f	test	47	column
1451	d65d2f	test	48	column
1451	d65d2f	test	49	row
1451	d65d2f	test	50	row
1451	d65d2f	test	51	column
1451	d65d2f	test	52	row
1451	d65d2f	test	53	column
1451	d65d2f	test	54	column
1451	d65d2f	test	55	row
1451	d65d2f	test	56	column
1451	d65d2f	test	57	column
1451	d65d2f	test	58	row
1451	d65d2f	test	59	row
1451	d65d2f	test	60	column
1451	d65d2f	test	61	row
1451	d65d2f	test	62	column
1451	d65d2f	test	63	column
1451	d65d2f	test	64	row
1454	00373e	questionnaire	1	column
1454	00373e	practice	1	column
1454	00373e	practice	2	column
1454	00373e	practice	3	column
1454	00373e	practice	4	column
1454	00373e	practice	5	column
1454	00373e	practice	6	column
1454	00373e	practice	7	column
1454	00373e	practice	8	column
1454	00373e	practice	9	column
1454	00373e	practice	10	column
1454	00373e	practice	11	column
1454	00373e	practice	12	column
1454	00373e	practice	13	column
1454	00373e	practice	14	column
1454	00373e	practice	15	column
1454	00373e	practice	16	column
1454	00373e	practice	17	column
1454	00373e	practice	18	column
1454	00373e	practice	19	column
1454	00373e	practice	20	column
1454	00373e	practice	21	column
1454	00373e	practice	22	column
1454	00373e	practice	23	column
1454	00373e	practice	24	column
1454	00373e	practice	25	column
1454	00373e	test	1	column
1454	00373e	test	2	column
1454	00373e	test	3	row
1454	00373e	test	4	row
1454	00373e	test	5	column
1454	00373e	test	6	row
1454	00373e	test	7	column
1454	00373e	test	8	row
1454	00373e	test	9	column
1454	00373e	test	10	row
1454	00373e	test	11	row
1454	00373e	test	12	column
1454	00373e	test	13	row
1454	00373e	test	14	column
1454	00373e	test	15	row
1454	00373e	test	16	column
1454	00373e	test	17	row
1454	00373e	test	18	column
1454	00373e	test	19	column
1454	00373e	test	20	row
1454	00373e	test	21	row
1454	00373e	test	22	column
1454	00373e	test	23	row
1454	00373e	test	24	column
1454	00373e	test	25	row
1454	00373e	test	26	row
1454	00373e	test	27	column
1454	00373e	test	28	row
1454	00373e	test	29	column
1454	00373e	test	30	row
1454	00373e	test	31	column
1454	00373e	test	32	column
1454	00373e	test	33	column
1454	00373e	test	34	row
1454	00373e	test	35	column
1454	00373e	test	36	column
1454	00373e	test	37	row
1454	00373e	test	38	row
1454	00373e	test	39	column
1454	00373e	test	40	row
1454	00373e	test	41	row
1454	00373e	test	42	column
1454	00373e	test	43	row
1454	00373e	test	44	column
1454	00373e	test	45	row
1454	00373e	test	46	column
1454	00373e	test	47	column
1454	00373e	test	48	row
1454	00373e	test	49	row
1454	00373e	test	50	column
1454	00373e	test	51	row
1454	00373e	test	52	column
1454	00373e	test	53	column
1454	00373e	test	54	row
1454	00373e	test	55	row
1454	00373e	test	56	column
1454	00373e	test	57	column
1454	00373e	test	58	row
1454	00373e	test	59	column
1454	00373e	test	60	row
1454	00373e	test	61	column
1454	00373e	test	62	column
1454	00373e	test	63	row
1454	00373e	test	64	row
1470	2fe855	questionnaire	1	column
1470	2fe855	practice	1	column
1470	2fe855	practice	2	column
1470	2fe855	practice	3	column
1470	2fe855	practice	4	column
1470	2fe855	practice	5	column
1470	2fe855	practice	6	column
1470	2fe855	practice	7	column
1470	2fe855	practice	8	column
1470	2fe855	practice	9	column
1470	2fe855	practice	10	column
1470	2fe855	practice	11	column
1470	2fe855	practice	12	column
1470	2fe855	practice	13	column
1470	2fe855	practice	14	column
1470	2fe855	practice	15	column
1470	2fe855	practice	16	column
1470	2fe855	practice	17	column
1470	2fe855	practice	18	column
1470	2fe855	practice	19	column
1470	2fe855	practice	20	column
1470	2fe855	practice	21	column
1470	2fe855	practice	22	column
1470	2fe855	practice	23	column
1470	2fe855	practice	24	column
1470	2fe855	practice	25	column
1470	2fe855	test	1	row
1470	2fe855	test	2	row
1470	2fe855	test	3	column
1470	2fe855	test	4	column
1470	2fe855	test	5	column
1470	2fe855	test	6	row
1470	2fe855	test	7	column
1470	2fe855	test	8	row
1470	2fe855	test	9	row
1470	2fe855	test	10	column
1470	2fe855	test	11	column
1470	2fe855	test	12	column
1470	2fe855	test	13	row
1470	2fe855	test	14	column
1470	2fe855	test	15	row
1470	2fe855	test	16	row
1470	2fe855	test	17	row
1470	2fe855	test	18	row
1470	2fe855	test	19	row
1470	2fe855	test	20	column
1470	2fe855	test	21	column
1470	2fe855	test	22	column
1470	2fe855	test	23	row
1470	2fe855	test	24	column
1470	2fe855	test	25	column
1470	2fe855	test	26	column
1470	2fe855	test	27	column
1470	2fe855	test	28	row
1470	2fe855	test	29	column
1470	2fe855	test	30	row
1470	2fe855	test	31	row
1470	2fe855	test	32	row
1470	2fe855	test	33	column
1470	2fe855	test	34	row
1470	2fe855	test	35	row
1470	2fe855	test	36	row
1470	2fe855	test	37	column
1470	2fe855	test	38	column
1470	2fe855	test	39	column
1470	2fe855	test	40	row
1470	2fe855	test	41	column
1470	2fe855	test	42	column
1470	2fe855	test	43	row
1470	2fe855	test	44	column
1470	2fe855	test	45	row
1470	2fe855	test	46	row
1470	2fe855	test	47	row
1470	2fe855	test	48	column
1470	2fe855	test	49	row
1470	2fe855	test	50	column
1470	2fe855	test	51	row
1470	2fe855	test	52	row
1470	2fe855	test	53	row
1470	2fe855	test	54	column
1470	2fe855	test	55	column
1470	2fe855	test	56	column
1470	2fe855	test	57	column
1470	2fe855	test	58	row
1470	2fe855	test	59	column
1470	2fe855	test	60	row
1470	2fe855	test	61	row
1470	2fe855	test	62	row
1470	2fe855	test	63	column
1470	2fe855	test	64	column
1478	edd253	questionnaire	1	column
1478	edd253	practice	1	column
1478	edd253	practice	2	column
1478	edd253	practice	3	column
1478	edd253	practice	4	column
1478	edd253	practice	5	column
1478	edd253	practice	6	column
1478	edd253	practice	7	column
1478	edd253	practice	8	column
1478	edd253	practice	9	column
1478	edd253	practice	10	column
1478	edd253	practice	11	column
1478	edd253	practice	12	column
1478	edd253	practice	13	column
1478	edd253	practice	14	column
1478	edd253	practice	15	column
1478	edd253	practice	16	column
1478	edd253	practice	17	column
1478	edd253	practice	18	column
1478	edd253	practice	19	column
1478	edd253	practice	20	column
1478	edd253	practice	21	column
1478	edd253	practice	22	column
1478	edd253	practice	23	column
1478	edd253	practice	24	column
1478	edd253	practice	25	column
1478	edd253	test	1	row
1478	edd253	test	2	row
1478	edd253	test	3	column
1478	edd253	test	4	column
1478	edd253	test	5	row
1478	edd253	test	6	column
1478	edd253	test	7	column
1478	edd253	test	8	row
1478	edd253	test	9	row
1478	edd253	test	10	column
1478	edd253	test	11	column
1478	edd253	test	12	row
1478	edd253	test	13	column
1478	edd253	test	14	column
1478	edd253	test	15	row
1478	edd253	test	16	row
1478	edd253	test	17	row
1478	edd253	test	18	row
1478	edd253	test	19	row
1478	edd253	test	20	column
1478	edd253	test	21	column
1478	edd253	test	22	row
1478	edd253	test	23	column
1478	edd253	test	24	column
1478	edd253	test	25	column
1478	edd253	test	26	column
1478	edd253	test	27	row
1478	edd253	test	28	column
1478	edd253	test	29	column
1478	edd253	test	30	row
1478	edd253	test	31	row
1478	edd253	test	32	row
1478	edd253	test	33	column
1478	edd253	test	34	row
1478	edd253	test	35	row
1478	edd253	test	36	row
1478	edd253	test	37	column
1478	edd253	test	38	column
1478	edd253	test	39	row
1478	edd253	test	40	column
1478	edd253	test	41	column
1478	edd253	test	42	row
1478	edd253	test	43	column
1478	edd253	test	44	column
1478	edd253	test	45	row
1478	edd253	test	46	row
1478	edd253	test	47	row
1478	edd253	test	48	column
1478	edd253	test	49	column
1478	edd253	test	50	column
1478	edd253	test	51	row
1478	edd253	test	52	row
1478	edd253	test	53	row
1478	edd253	test	54	column
1478	edd253	test	55	column
1478	edd253	test	56	row
1478	edd253	test	57	row
