subject_id	sid_hash	phase	trial	house_type
86	0cfd85	test	24	row
86	0cfd85	test	25	row
86	0cfd85	test	26	column
86	0cfd85	test	27	column
86	0cfd85	test	28	column
86	0cfd85	test	29	row
86	0cfd85	test	30	row
86	0cfd85	test	31	row
86	0cfd85	test	32	column
86	0cfd85	test	33	row
86	0cfd85	test	34	row
86	0cfd85	test	35	row
86	0cfd85	test	36	column
86	0cfd85	test	37	row
86	0cfd85	test	38	column
86	0cfd85	test	39	column
86	0cfd85	test	40	column
86	0cfd85	test	41	column
86	0cfd85	test	42	column
86	0cfd85	test	43	column
86	0cfd85	test	44	row
86	0cfd85	test	45	row
86	0cfd85	test	46	row
86	0cfd85	test	47	column
86	0cfd85	test	48	row
86	0cfd85	test	49	column
86	0cfd85	test	50	row
86	0cfd85	test	51	row
86	0cfd85	test	52	row
86	0cfd85	test	53	column
86	0cfd85	test	54	row
86	0cfd85	test	55	column
86	0cfd85	test	56	column
86	0cfd85	test	57	column
86	0cfd85	test	58	column
86	0cfd85	test	59	row
86	0cfd85	test	60	row
86	0cfd85	test	61	row
86	0cfd85	test	62	column
86	0cfd85	test	63	row
86	0cfd85	test	64	column
87	bdeecb	practice	1	column
87	bdeecb	practice	2	column
87	bdeecb	practice	3	column
87	bdeecb	practice	4	column
87	bdeecb	practice	5	column
87	bdeecb	practice	6	column
87	bdeecb	practice	7	column
87	bdeecb	practice	8	column
87	bdeecb	practice	9	column
87	bdeecb	practice	10	column
87	bdeecb	practice	11	column
87	bdeecb	practice	12	column
87	bdeecb	practice	13	column
87	bdeecb	practice	14	column
87	bdeecb	practice	15	column
87	bdeecb	practice	16	column
87	bdeecb	practice	17	column
87	bdeecb	practice	18	column
87	bdeecb	practice	19	column
87	bdeecb	practice	20	column
87	bdeecb	practice	21	column
87	bdeecb	practice	22	column
87	bdeecb	practice	23	column
87	bdeecb	practice	24	column
87	bdeecb	practice	25	column
87	bdeecb	questionnaire	1	column
87	bdeecb	test	1	column
87	bdeecb	test	2	row
87	bdeecb	test	3	row
87	bdeecb	test	4	row
87	bdeecb	test	5	column
87	bdeecb	test	6	column
87	bdeecb	test	7	row
87	bdeecb	test	8	column
87	bdeecb	test	9	row
87	bdeecb	test	10	row
87	bdeecb	test	11	row
87	bdeecb	test	12	column
87	bdeecb	test	13	column
87	bdeecb	test	14	row
87	bdeecb	test	15	column
87	bdeecb	test	16	column
87	bdeecb	test	17	column
87	bdeecb	test	18	column
