subject_id	trial	response_type	probability
25	20	0	0.00096600334
25	21	0	0.0009660034
25	22	0	0.00096600334
25	23	0	0.00096600334
25	24	0	0.00096600334
26	0	0	0.0011150372
26	1	0	0.0009660259
26	2	0	0.0009660034
26	3	0	0.00096600346
26	4	0	0.00096600334
26	5	0	0.00096600346
26	6	0	0.00096600346
26	7	0	0.00096600334
26	8	0	0.0009660034
26	9	0	0.0009660034
26	10	0	0.0009660034
26	11	0	0.00096600346
26	12	0	0.00096600346
26	13	0	0.00096600346
26	14	0	0.00096600346
26	15	0	0.0009660034
26	16	0	0.00096600346
26	17	0	0.00096600346
26	18	0	0.0009660034
26	19	0	0.00096600346
26	20	0	0.00096600346
26	21	0	0.00096600346
26	22	0	0.00096600346
26	23	0	0.00096600346
26	24	0	0.00096600334
27	0	0	0.1024299
27	1	0	0.0009828663
27	2	0	0.00096600637
27	3	0	0.0009660035
27	4	0	0.0009660035
27	5	0	0.0009660035
27	6	0	0.00096600363
27	7	0	0.0009660035
27	8	0	0.00096600346
27	9	0	0.0009660035
27	10	0	0.00096600346
27	11	0	0.00096600363
27	12	0	0.0009660036
27	13	0	0.0009660036
27	14	0	0.0009660036
27	15	0	0.0009660036
27	16	0	0.0009660036
27	17	0	0.00096600363
27	18	0	0.0009660036
27	19	0	0.0009660036
27	20	0	0.0009660036
27	21	0	0.00096600363
27	22	0	0.0009660036
27	23	0	0.0009660036
27	24	0	0.00096600346
28	0	0	0.0018542462
28	1	0	0.0009661702
28	2	0	0.00096600346
28	3	0	0.00096600346
28	4	0	0.00096600346
28	5	0	0.00096600334
28	6	0	0.00096600334
28	7	0	0.00096600334
28	8	0	0.00096600334
28	9	0	0.0009660034
28	10	0	0.0009660034
28	11	0	0.00096600334
28	12	0	0.0009660034
28	13	0	0.00096600334
28	14	0	0.00096600334
28	15	0	0.00096600334
28	16	0	0.00096600334
28	17	0	0.00096600334
28	18	0	0.00096600334
28	19	0	0.0009660034
28	20	0	0.0009660034
28	21	0	0.0009660034
28	22	0	0.0009660034
28	23	0	0.00096600334
28	24	0	0.00096600334
29	0	0	0.001114948
29	1	0	0.000966026
29	2	0	0.0009660035
29	3	0	0.0009660035
29	4	0	0.0009660035
29	5	0	0.0009660035
29	6	0	0.00096600346
29	7	0	0.00096600346
29	8	0	0.00096600346
29	9	0	0.0009660034
29	10	0	0.0009660035
29	11	0	0.0009660035
29	12	0	0.0009660035
29	13	0	0.00096600346
29	14	0	0.0009660035
29	15	0	0.00096600346
29	16	0	0.0009660035
29	17	0	0.00096600346
29	18	0	0.00096600346
29	19	0	0.00096600346
29	20	0	0.00096600346
29	21	0	0.00096600346
29	22	0	0.00096600346
29	23	0	0.00096600346
29	24	0	0.00096600346
30	0	0	0.0017521408
30	1	0	0.00096612767
30	2	0	0.0009660034
30	3	0	0.0009660034
30	4	0	0.0009660034
30	5	0	0.0009660034
30	6	0	0.0009660034
30	7	0	0.0009660035
30	8	0	0.00096600346
30	9	0	0.0009660035
30	10	0	0.00096600346
30	11	0	0.00096600346
30	12	0	0.00096600346
30	13	0	0.00096600346
30	14	0	0.0009660034
30	15	0	0.00096600346
30	16	0	0.00096600346
30	17	0	0.00096600346
30	18	0	0.00096600346
30	19	0	0.0009660034
30	20	0	0.0009660035
30	21	0	0.0009660035
30	22	0	0.00096600346
30	23	0	0.00096600346
30	24	0	0.00096600334
31	0	0	0.10241989
31	1	0	0.0010002683
31	2	0	0.00096600887
31	3	0	0.0009660033
31	4	0	0.0009660034
31	5	0	0.00096600346
31	6	0	0.00096600346
31	7	0	0.0009660034
31	8	0	0.00096600346
31	9	0	0.0009660034
31	10	0	0.00096600346
31	11	0	0.0009660034
31	12	0	0.00096600334
31	13	0	0.00096600334
31	14	0	0.00096600334
31	15	0	0.00096600334
31	16	0	0.0009660033
31	17	0	0.0009660034
31	18	0	0.00096600334
31	19	0	0.00096600334
31	20	0	0.0009660034
31	21	0	0.00096600334
31	22	0	0.0009660034
31	23	0	0.00096600334
31	24	0	0.00096600334
32	0	0	0.015861845
32	1	0	0.0009709005
32	2	0	0.00096600427
32	3	0	0.0009660035
32	4	0	0.00096600363
32	5	0	0.0009660036
32	6	0	0.0009660036
32	7	0	0.0009660036
32	8	0	0.0009660036
32	9	0	0.0009660036
32	10	0	0.0009660035
32	11	0	0.0009660036
32	12	0	0.00096600346
32	13	0	0.0009660036
32	14	0	0.0009660036
32	15	0	0.0009660036
32	16	0	0.0009660035
32	17	0	0.0009660035
32	18	0	0.0009660036
32	19	0	0.0009660036
32	20	0	0.0009660036
32	21	0	0.0009660035
32	22	0	0.00096600363
32	23	0	0.0009660036
32	24	0	0.0009660036
33	0	0	0.0011148729
33	1	0	0.00096602587
33	2	0	0.0009660034
33	3	0	0.0009660034
33	4	0	0.00096600346
33	5	0	0.0009660034
33	6	0	0.00096600334
33	7	0	0.0009660034
33	8	0	0.00096600334
33	9	0	0.00096600346
33	10	0	0.00096600334
33	11	0	0.0009660034
33	12	0	0.0009660034
33	13	0	0.0009660034
33	14	0	0.0009660034
33	15	0	0.00096600334
33	16	0	0.00096600334
33	17	0	0.00096600334
33	18	0	0.0009660034
33	19	0	0.0009660034
33	20	0	0.0009660034
33	21	0	0.0009660034
33	22	0	0.0009660034
33	23	0	0.0009660034
33	24	0	0.0009660034
34	0	0	0.0011148426
34	1	0	0.0009660259
34	2	0	0.0009660034
34	3	0	0.00096600346
34	4	0	0.0009660034
34	5	0	0.0009660034
34	6	0	0.0009660034
34	7	0	0.00096600346
34	8	0	0.0009660034
34	9	0	0.00096600346
34	10	0	0.0009660034
34	11	0	0.0009660034
34	12	0	0.0009660034
34	13	0	0.00096600346
34	14	0	0.00096600346
34	15	0	0.00096600346
34	16	0	0.00096600346
34	17	0	0.0009660034
34	18	0	0.0009660034
34	19	0	0.0009660034
34	20	0	0.00096600346
34	21	0	0.0009660034
34	22	0	0.0009660034
34	23	0	0.00096600346
34	24	0	0.00096600346
35	0	0	0.0011148254
35	1	0	0.00096602587
35	2	0	0.0009660034
35	3	0	0.0009660034
35	4	0	0.0009660034
35	5	0	0.0009660034
35	6	0	0.00096600334
35	7	0	0.00096600346
35	8	0	0.0009660034
35	9	0	0.00096600346
35	10	0	0.00096600334
35	11	0	0.0009660034
35	12	0	0.00096600346
35	13	0	0.00096600346
35	14	0	0.0009660034
35	15	0	0.00096600346
35	16	0	0.0009660034
35	17	0	0.0009660034
35	18	0	0.0009660034
35	19	0	0.0009660034
35	20	0	0.0009660034
35	21	0	0.0009660034
35	22	0	0.0009660034
35	23	0	0.0009660034
35	24	0	0.00096600346
36	0	0	0.002549645
36	1	0	0.0009663774
36	2	0	0.00096600363
36	3	0	0.00096600346
36	4	0	0.0009660034
36	5	0	0.0009660034
36	6	0	0.0009660035
36	7	0	0.00096600346
36	8	0	0.00096600346
36	9	0	0.0009660035
36	10	0	0.00096600334
36	11	0	0.00096600346
36	12	0	0.0009660035
36	13	0	0.00096600346
36	14	0	0.0009660034
36	15	0	0.00096600346
36	16	0	0.00096600346
36	17	0	0.00096600346
36	18	0	0.0009660034
36	19	0	0.00096600346
36	20	0	0.00096600346
36	21	0	0.00096600346
36	22	0	0.00096600346
36	23	0	0.00096600346
36	24	0	0.00096600346
37	0	0	0.0011148226
37	1	0	0.00096602587
37	2	0	0.00096600334
37	3	0	0.0009660034
37	4	0	0.0009660034
37	5	0	0.0009660034
37	6	0	0.00096600334
37	7	0	0.0009660034
37	8	0	0.0009660034
37	9	0	0.0009660034
37	10	0	0.0009660034
37	11	0	0.0009660034
37	12	0	0.0009660034
37	13	0	0.0009660034
37	14	0	0.0009660034
37	15	0	0.0009660034
37	16	0	0.0009660034
37	17	0	0.0009660034
37	18	0	0.00096600334
37	19	0	0.0009660034
37	20	0	0.0009660034
37	21	0	0.00096600334
37	22	0	0.0009660034
37	23	0	0.0009660034
37	24	0	0.0009660034
38	0	0	0.017679323
38	1	0	0.0009715142
38	2	0	0.0009660044
38	3	0	0.00096600346
38	4	0	0.0009660035
38	5	0	0.0009660036
38	6	0	0.0009660035
38	7	0	0.0009660036
38	8	0	0.0009660035
38	9	0	0.0009660036
38	10	0	0.00096600346
38	11	0	0.0009660035
38	12	0	0.00096600346
38	13	0	0.0009660036
38	14	0	0.0009660036
38	15	0	0.0009660035
38	16	0	0.0009660035
38	17	0	0.0009660036
38	18	0	0.0009660035
38	19	0	0.0009660035
38	20	0	0.0009660035
38	21	0	0.0009660035
38	22	0	0.0009660035
38	23	0	0.00096600346
38	24	0	0.00096600346
39	0	0	0.003630744
39	1	0	0.0009667624
39	2	0	0.0009660037
39	3	0	0.0009660035
39	4	0	0.0009660034
39	5	0	0.0009660034
39	6	0	0.00096600346
39	7	0	0.0009660035
39	8	0	0.00096600346
39	9	0	0.0009660035
39	10	0	0.00096600346
39	11	0	0.0009660034
39	12	0	0.0009660034
39	13	0	0.0009660034
39	14	0	0.00096600346
39	15	0	0.00096600346
39	16	0	0.0009660034
39	17	0	0.0009660034
39	18	0	0.00096600346
39	19	0	0.0009660034
39	20	0	0.0009660034
39	21	0	0.0009660034
39	22	0	0.00096600346
39	23	0	0.00096600346
39	24	0	0.0009660034
40	0	0	0.002118373
40	1	0	0.00096638803
40	2	0	0.0009660035
40	3	0	0.0009660035
40	4	0	0.00096600346
40	5	0	0.00096600346
40	6	0	0.00096600346
40	7	0	0.0009660035
40	8	0	0.00096600346
40	9	0	0.00096600346
40	10	0	0.00096600346
40	11	0	0.0009660035
40	12	0	0.00096600346
40	13	0	0.00096600346
40	14	0	0.0009660034
40	15	0	0.0009660034
40	16	0	0.0009660035
40	17	0	0.0009660034
40	18	0	0.00096600346
40	19	0	0.00096600346
40	20	0	0.00096600346
40	21	0	0.0009660034
40	22	0	0.00096600346
40	23	0	0.00096600346
40	24	0	0.0009660034
41	0	0	0.0027213567
41	1	0	0.00096628984
41	2	0	0.0009660034
41	3	0	0.00096600334
41	4	0	0.00096600346
41	5	0	0.0009660034
41	6	0	0.00096600346
41	7	0	0.00096600334
41	8	0	0.0009660033
41	9	0	0.00096600334
41	10	0	0.0009660034
41	11	0	0.0009660034
41	12	0	0.00096600334
41	13	0	0.00096600334
41	14	0	0.00096600334
41	15	0	0.00096600346
41	16	0	0.00096600334
41	17	0	0.00096600334
41	18	0	0.0009660034
41	19	0	0.0009660034
41	20	0	0.00096600334
41	21	0	0.0009660034
41	22	0	0.0009660034
41	23	0	0.00096600334
41	24	0	0.00096600346
42	0	0	0.10254215
42	1	0	0.001004004
42	2	0	0.0009660161
42	3	0	0.0009660035
42	4	0	0.0009660035
42	5	0	0.0009660035
42	6	0	0.0009660036
42	7	0	0.0009660035
42	8	0	0.0009660036
42	9	0	0.0009660036
42	10	0	0.0009660035
42	11	0	0.0009660035
42	12	0	0.00096600363
42	13	0	0.0009660036
42	14	0	0.0009660036
42	15	0	0.0009660035
42	16	0	0.0009660035
42	17	0	0.0009660035
42	18	0	0.0009660036
42	19	0	0.0009660035
42	20	0	0.00096600346
42	21	0	0.0009660036
42	22	0	0.0009660036
42	23	0	0.0009660035
42	24	0	0.00096600363
43	0	0	0.004362497
43	1	0	0.0009665511
43	2	0	0.00096600346
43	3	0	0.0009660034
43	4	0	0.0009660034
43	5	0	0.00096600334
43	6	0	0.00096600334
43	7	0	0.0009660034
43	8	0	0.00096600334
43	9	0	0.0009660034
43	10	0	0.0009660034
43	11	0	0.0009660034
43	12	0	0.00096600334
43	13	0	0.0009660034
43	14	0	0.00096600334
43	15	0	0.00096600334
43	16	0	0.0009660034
43	17	0	0.00096600334
43	18	0	0.0009660034
43	19	0	0.0009660034
43	20	0	0.0009660034
43	21	0	0.00096600334
43	22	0	0.0009660034
43	23	0	0.0009660034
43	24	0	0.00096600346
44	0	0	0.0047164545
44	1	0	0.00096661266
