subject_id	trial	strategy	probability
10	6	0	5.3148317e-27
10	7	0	8.02722e-31
10	8	0	1.2123878e-34
10	9	0	1.8311302e-38
10	10	0	2.76e-42
10	11	0	0.0
10	12	0	0.0
10	13	0	0.0
10	14	0	0.0
10	15	0	0.0
10	16	0	0.0
10	17	0	0.0
10	18	0	0.0
10	19	0	0.0
10	20	0	0.0
10	21	0	0.0
10	22	0	0.0
10	23	0	0.0
10	24	0	0.0
11	0	0	0.00044775332
11	1	0	6.762603e-08
11	2	0	1.0213839e-11
11	3	0	1.5426383e-15
11	4	0	2.32991e-19
11	5	0	3.518959e-23
11	6	0	5.3148317e-27
11	7	0	8.02722e-31
11	8	0	1.2123878e-34
11	9	0	1.8311302e-38
11	10	0	2.76e-42
11	11	0	0.0
11	12	0	0.0
11	13	0	0.0
11	14	0	0.0
11	15	0	0.0
11	16	0	0.0
11	17	0	0.0
11	18	0	0.0
11	19	0	0.0
11	20	0	0.0
11	21	0	0.0
11	22	0	0.0
11	23	0	0.0
11	24	0	0.0
12	0	0	0.00044775332
12	1	0	6.762603e-08
12	2	0	1.0213839e-11
12	3	0	1.5426383e-15
12	4	0	2.32991e-19
12	5	0	3.518959e-23
12	6	0	5.3148317e-27
12	7	0	8.02722e-31
12	8	0	1.2123878e-34
12	9	0	1.8311302e-38
12	10	0	2.76e-42
12	11	0	0.0
12	12	0	0.0
12	13	0	0.0
12	14	0	0.0
12	15	0	0.0
12	16	0	0.0
12	17	0	0.0
12	18	0	0.0
12	19	0	0.0
12	20	0	0.0
12	21	0	0.0
12	22	0	0.0
12	23	0	0.0
12	24	0	0.0
13	0	0	0.003536468
13	1	0	5.771513e-07
13	2	0	8.7169535e-11
13	3	0	1.3165577e-14
13	4	0	1.9884514e-18
13	5	0	3.0032407e-22
13	6	0	4.535921e-26
13	7	0	6.850795e-30
13	8	0	1.03470695e-33
13	9	0	1.5627712e-37
13	10	0	2.3594e-41
13	11	0	1e-45
13	12	0	0.0
13	13	0	0.0
13	14	0	0.0
13	15	0	0.0
13	16	0	0.0
13	17	0	0.0
13	18	0	0.0
13	19	0	0.0
13	20	0	0.0
13	21	0	0.0
13	22	0	0.0
13	23	0	0.0
13	24	0	0.0
14	0	0	0.19043134
14	1	0	3.3035027e-05
14	2	0	4.989417e-09
14	3	0	7.5357206e-13
14	4	0	1.1381512e-16
14	5	0	1.7189965e-20
14	6	0	2.5962726e-24
14	7	0	3.9212622e-28
14	8	0	5.9224614e-32
14	9	0	8.944998e-36
14	10	0	1.351004e-39
14	11	0	1.98e-43
14	12	0	0.0
14	13	0	0.0
14	14	0	0.0
14	15	0	0.0
14	16	0	0.0
14	17	0	0.0
14	18	0	0.0
14	19	0	0.0
14	20	0	0.0
14	21	0	0.0
14	22	0	0.0
14	23	0	0.0
14	24	0	0.0
15	0	0	0.19043134
15	1	0	3.3035027e-05
15	2	0	4.989417e-09
15	3	0	7.5357206e-13
15	4	0	1.1381512e-16
15	5	0	1.7189965e-20
15	6	0	2.5962726e-24
15	7	0	3.9212622e-28
15	8	0	5.9224614e-32
15	9	0	8.944998e-36
15	10	0	1.351004e-39
15	11	0	1.98e-43
15	12	0	0.0
15	13	0	0.0
15	14	0	0.0
15	15	0	0.0
15	16	0	0.0
15	17	0	0.0
15	18	0	0.0
15	19	0	0.0
15	20	0	0.0
15	21	0	0.0
15	22	0	0.0
15	23	0	0.0
15	24	0	0.0
16	0	0	0.003536468
16	1	0	5.771513e-07
16	2	0	8.7169535e-11
16	3	0	1.3165577e-14
16	4	0	1.9884514e-18
16	5	0	3.0032407e-22
16	6	0	4.535921e-26
16	7	0	6.850795e-30
16	8	0	1.03470695e-33
16	9	0	1.5627712e-37
16	10	0	2.3594e-41
16	11	0	1e-45
16	12	0	0.0
16	13	0	0.0
16	14	0	0.0
16	15	0	0.0
16	16	0	0.0
16	17	0	0.0
16	18	0	0.0
16	19	0	0.0
16	20	0	0.0
16	21	0	0.0
16	22	0	0.0
16	23	0	0.0
16	24	0	0.0
17	0	0	0.26780605
17	1	0	4.6457575e-05
17	2	0	7.016679e-09
17	3	0	1.0597581e-12
17	4	0	1.6005961e-16
17	5	0	2.4174468e-20
17	6	0	3.651172e-24
17	7	0	5.5145224e-28
17	8	0	8.3288324e-32
17	9	0	1.2579468e-35
17	10	0	1.899946e-39
17	11	0	2.83e-43
17	12	0	0.0
17	13	0	0.0
17	14	0	0.0
17	15	0	0.0
17	16	0	0.0
17	17	0	0.0
17	18	0	0.0
17	19	0	0.0
17	20	0	0.0
17	21	0	0.0
17	22	0	0.0
17	23	0	0.0
17	24	0	0.0
18	0	0	0.30201903
18	1	0	5.2392676e-05
18	2	0	7.91308e-09
18	3	0	1.1951452e-12
18	4	0	1.8050775e-16
18	5	0	2.7262833e-20
18	6	0	4.1176212e-24
18	7	0	6.219019e-28
18	8	0	9.3928646e-32
18	9	0	1.4186534e-35
18	10	0	2.142683e-39
18	11	0	3.18e-43
18	12	0	0.0
18	13	0	0.0
18	14	0	0.0
18	15	0	0.0
18	16	0	0.0
18	17	0	0.0
18	18	0	0.0
18	19	0	0.0
18	20	0	0.0
18	21	0	0.0
18	22	0	0.0
18	23	0	0.0
18	24	0	0.0
19	0	0	0.0229365
19	1	0	3.743236e-06
19	2	0	5.653563e-10
19	3	0	8.53881e-14
19	4	0	1.2896519e-17
19	5	0	1.9478145e-21
19	6	0	2.941866e-25
19	7	0	4.4432275e-29
19	8	0	6.7108076e-33
19	9	0	1.0135679e-36
19	10	0	1.53078e-40
19	11	0	2e-44
19	12	0	0.0
19	13	0	0.0
19	14	0	0.0
19	15	0	0.0
19	16	0	0.0
19	17	0	0.0
19	18	0	0.0
19	19	0	0.0
19	20	0	0.0
19	21	0	0.0
19	22	0	0.0
19	23	0	0.0
19	24	0	0.0
20	0	0	0.0050611156
20	1	0	8.159969e-07
20	2	0	1.3317061e-10
20	3	0	2.0113312e-14
20	4	0	3.037796e-18
20	5	0	4.5881094e-22
20	6	0	6.929614e-26
20	7	0	1.04660954e-29
20	8	0	1.580742e-33
20	9	0	2.3874758e-37
20	10	0	3.605e-41
20	11	0	3e-45
20	12	0	0.0
20	13	0	0.0
20	14	0	0.0
20	15	0	0.0
20	16	0	0.0
20	17	0	0.0
20	18	0	0.0
20	19	0	0.0
20	20	0	0.0
20	21	0	0.0
20	22	0	0.0
20	23	0	0.0
20	24	0	0.0
21	0	0	0.010219092
21	1	0	1.6476102e-06
21	2	0	2.6888988e-10
21	3	0	4.0611544e-14
21	4	0	6.1337304e-18
21	5	0	9.264029e-22
21	6	0	1.3991853e-25
21	7	0	2.113249e-29
21	8	0	3.1917368e-33
21	9	0	4.8206443e-37
21	10	0	7.28e-41
21	11	0	8e-45
21	12	0	0.0
21	13	0	0.0
21	14	0	0.0
21	15	0	0.0
21	16	0	0.0
21	17	0	0.0
21	18	0	0.0
21	19	0	0.0
21	20	0	0.0
21	21	0	0.0
21	22	0	0.0
21	23	0	0.0
21	24	0	0.0
22	0	0	0.010219092
22	1	0	1.6476102e-06
22	2	0	2.6888988e-10
22	3	0	4.0611544e-14
22	4	0	6.1337304e-18
22	5	0	9.264029e-22
22	6	0	1.3991853e-25
22	7	0	2.113249e-29
22	8	0	3.1917368e-33
22	9	0	4.8206443e-37
22	10	0	7.28e-41
22	11	0	8e-45
22	12	0	0.0
22	13	0	0.0
22	14	0	0.0
22	15	0	0.0
22	16	0	0.0
22	17	0	0.0
22	18	0	0.0
22	19	0	0.0
22	20	0	0.0
22	21	0	0.0
22	22	0	0.0
22	23	0	0.0
22	24	0	0.0
23	0	0	0.00095431984
23	1	0	2.6031896e-07
23	2	0	8.2161423e-11
23	3	0	2.676971e-14
23	4	0	4.3160427e-18
23	5	0	7.043782e-22
23	6	0	1.0638519e-25
23	7	0	1.6067811e-29
23	8	0	2.4267941e-33
23	9	0	3.665313e-37
23	10	0	5.5344e-41
23	11	0	6e-45
23	12	0	0.0
23	13	0	0.0
23	14	0	0.0
23	15	0	0.0
23	16	0	0.0
23	17	0	0.0
23	18	0	0.0
23	19	0	0.0
23	20	0	0.0
23	21	0	0.0
23	22	0	0.0
23	23	0	0.0
23	24	0	0.0
24	0	0	0.00095431984
24	1	0	2.6031896e-07
24	2	0	8.2161423e-11
24	3	0	2.676971e-14
24	4	0	4.3160427e-18
24	5	0	7.043782e-22
24	6	0	1.0638519e-25
24	7	0	1.6067811e-29
24	8	0	2.4267941e-33
24	9	0	3.665313e-37
24	10	0	5.5344e-41
24	11	0	6e-45
24	12	0	0.0
24	13	0	0.0
24	14	0	0.0
24	15	0	0.0
24	16	0	0.0
24	17	0	0.0
24	18	0	0.0
24	19	0	0.0
24	20	0	0.0
24	21	0	0.0
24	22	0	0.0
24	23	0	0.0
24	24	0	0.0
25	0	0	0.011279005
25	1	0	1.826044e-06
25	2	0	2.9801034e-10
25	3	0	4.500971e-14
25	4	0	6.7980056e-18
25	5	0	1.0267309e-21
25	6	0	1.5507145e-25
25	7	0	2.3421112e-29
25	8	0	3.537397e-33
25	9	0	5.342713e-37
25	10	0	8.0688e-41
25	11	0	1e-44
25	12	0	0.0
25	13	0	0.0
25	14	0	0.0
25	15	0	0.0
25	16	0	0.0
25	17	0	0.0
25	18	0	0.0
25	19	0	0.0
25	20	0	0.0
25	21	0	0.0
25	22	0	0.0
25	23	0	0.0
25	24	0	0.0
26	0	0	0.00044840085
26	1	0	6.787259e-08
26	2	0	1.030673e-11
26	3	0	1.5778429e-15
26	4	0	2.4747023e-19
26	5	0	4.47332e-23
26	6	0	2.181874e-26
26	7	0	4.7448673e-29
26	8	0	1.4376535e-31
26	9	0	2.4939817e-35
26	10	0	3.766822e-39
26	11	0	5.68e-43
26	12	0	0.0
26	13	0	0.0
26	14	0	0.0
26	15	0	0.0
26	16	0	0.0
26	17	0	0.0
26	18	0	0.0
26	19	0	0.0
26	20	0	0.0
26	21	0	0.0
26	22	0	0.0
26	23	0	0.0
26	24	0	0.0
27	0	0	0.30527636
27	1	0	5.0735212e-05
27	2	0	8.279985e-09
27	3	0	1.25056e-12
27	4	0	1.888773e-16
27	5	0	2.852692e-20
27	6	0	4.3085397e-24
27	7	0	6.507374e-28
27	8	0	9.8283806e-32
27	9	0	1.4844311e-35
27	10	0	2.242009e-39
27	11	0	3.34e-43
27	12	0	0.0
27	13	0	0.0
27	14	0	0.0
27	15	0	0.0
27	16	0	0.0
27	17	0	0.0
27	18	0	0.0
27	19	0	0.0
27	20	0	0.0
27	21	0	0.0
27	22	0	0.0
27	23	0	0.0
27	24	0	0.0
28	0	0	0.0026724734
28	1	0	5.022368e-07
28	2	0	1.1265196e-10
28	3	0	3.0729156e-14
28	4	0	9.698686e-18
28	5	0	3.1600103e-21
28	6	0	5.0948444e-25
28	7	0	8.3147927e-29
28	8	0	1.2558209e-32
28	9	0	1.8967312e-36
28	10	0	2.86459e-40
28	11	0	4e-44
28	12	0	0.0
28	13	0	0.0
28	14	0	0.0
28	15	0	0.0
28	16	0	0.0
28	17	0	0.0
28	18	0	0.0
28	19	0	0.0
28	20	0	0.0
28	21	0	0.0
28	22	0	0.0
28	23	0	0.0
28	24	0	0.0
29	0	0	0.000448132
29	1	0	6.777019e-08
29	2	0	1.0268072e-11
29	3	0	1.5629446e-15
29	4	0	2.405801e-19
29	5	0	3.8023692e-23
29	6	0	6.3728845e-27
29	7	0	1.1976697e-30
29	8	0	2.686427e-34
29	9	0	7.328142e-38
29	10	0	2.3127e-41
29	11	0	0.0
29	12	0	0.0
29	13	0	0.0
29	14	0	0.0
29	15	0	0.0
29	16	0	0.0
29	17	0	0.0
29	18	0	0.0
29	19	0	0.0
29	20	0	0.0
29	21	0	0.0
29	22	0	0.0
29	23	0	0.0
29	24	0	0.0
30	0	0	0.0023652664
30	1	0	3.7382924e-07
30	2	0	6.265444e-11
30	3	0	1.1774628e-14
30	4	0	2.6410562e-18
30	5	0	7.204263e-22
30	6	0	2.2737984e-25
30	7	0	7.408457e-29
30	8	0	1.1944587e-32
30	9	0	1.949369e-36
30	10	0	2.94414e-40
30	11	0	4.2e-44
30	12	0	0.0
30	13	0	0.0
30	14	0	0.0
30	15	0	0.0
30	16	0	0.0
30	17	0	0.0
30	18	0	0.0
30	19	0	0.0
30	20	0	0.0
30	21	0	0.0
30	22	0	0.0
30	23	0	0.0
30	24	0	0.0
31	0	0	0.30524626
31	1	0	0.000103093145
31	2	0	1.6621563e-08
31	3	0	2.712638e-12
31	4	0	4.0970092e-16
31	5	0	6.187885e-20
31	6	0	9.345818e-24
31	7	0	1.4115392e-27
31	8	0	2.1319125e-31
31	9	0	3.2199367e-35
31	10	0	4.863276e-39
31	11	0	7.33e-43
31	12	0	0.0
31	13	0	0.0
31	14	0	0.0
31	15	0	0.0
31	16	0	0.0
31	17	0	0.0
31	18	0	0.0
31	19	0	0.0
31	20	0	0.0
31	21	0	0.0
31	22	0	0.0
31	23	0	0.0
31	24	0	0.0
32	0	0	0.044817403
32	1	0	1.4733669e-05
32	2	0	2.3754894e-09
32	3	0	3.8767966e-13
32	4	0	5.855287e-17
32	5	0	8.843484e-21
32	6	0	1.3356684e-24
32	7	0	2.0173174e-28
32	8	0	3.0468458e-32
32	9	0	4.6018093e-36
32	10	0	6.95026e-40
32	11	0	1.01e-43
32	12	0	0.0
32	13	0	0.0
32	14	0	0.0
32	15	0	0.0
32	16	0	0.0
32	17	0	0.0
32	18	0	0.0
32	19	0	0.0
32	20	0	0.0
32	21	0	0.0
32	22	0	0.0
32	23	0	0.0
32	24	0	0.0
33	0	0	0.00044790658
33	1	0	6.768437e-08
33	2	0	1.0235786e-11
33	3	0	1.5508561e-15
33	4	0	2.3606225e-19
33	5	0	3.6336546e-23
33	6	0	5.7430237e-27
33	7	0	9.625585e-31
33	8	0	1.8089912e-34
33	9	0	4.057748e-38
33	10	0	1.1042e-41
33	11	0	0.0
33	12	0	0.0
33	13	0	0.0
33	14	0	0.0
33	15	0	0.0
33	16	0	0.0
33	17	0	0.0
33	18	0	0.0
33	19	0	0.0
33	20	0	0.0
33	21	0	0.0
33	22	0	0.0
33	23	0	0.0
33	24	0	0.0
34	0	0	0.0004478154
34	1	0	6.764965e-08
34	2	0	1.0222722e-11
34	3	0	1.5459644e-15
34	4	0	2.3423413e-19
34	5	0	3.565384e-23
34	6	0	5.488147e-27
34	7	0	8.674176e-31
34	8	0	1.4538724e-34
34	9	0	2.7324788e-38
34	10	0	6.118e-42
34	11	0	0.0
34	12	0	0.0
34	13	0	0.0
34	14	0	0.0
34	15	0	0.0
34	16	0	0.0
34	17	0	0.0
34	18	0	0.0
34	19	0	0.0
34	20	0	0.0
34	21	0	0.0
34	22	0	0.0
34	23	0	0.0
34	24	0	0.0
35	0	0	0.00044776354
35	1	0	6.7629905e-08
35	2	0	1.02152965e-11
35	3	0	1.5431839e-15
35	4	0	2.3319504e-19
35	5	0	3.5265787e-23
35	6	0	5.343279e-27
35	7	0	8.133404e-31
35	8	0	1.2520228e-34
35	9	0	1.9790708e-38
35	10	0	3.292e-42
35	11	0	0.0
35	12	0	0.0
35	13	0	0.0
35	14	0	0.0
35	15	0	0.0
35	16	0	0.0
35	17	0	0.0
35	18	0	0.0
35	19	0	0.0
35	20	0	0.0
35	21	0	0.0
35	22	0	0.0
35	23	0	0.0
35	24	0	0.0
36	0	0	0.0047647324
36	1	0	1.1249368e-06
36	2	0	3.068597e-10
36	3	0	9.685058e-14
36	4	0	3.1555693e-17
36	5	0	5.0876834e-21
36	6	0	8.303099e-25
36	7	0	1.2540528e-28
36	8	0	1.8940532e-32
36	9	0	2.8606865e-36
36	10	0	4.32074e-40
36	11	0	6e-44
36	12	0	0.0
36	13	0	0.0
36	14	0	0.0
36	15	0	0.0
36	16	0	0.0
36	17	0	0.0
36	18	0	0.0
36	19	0	0.0
36	20	0	0.0
36	21	0	0.0
36	22	0	0.0
36	23	0	0.0
36	24	0	0.0
37	0	0	0.00044775504
37	1	0	6.762668e-08
37	2	0	1.0214082e-11
37	3	0	1.5427292e-15
37	4	0	2.330249e-19
37	5	0	3.520225e-23
37	6	0	5.319558e-27
37	7	0	8.04486e-31
37	8	0	1.2189724e-34
37	9	0	1.8557041e-38
37	10	0	2.854e-42
37	11	0	0.0
37	12	0	0.0
37	13	0	0.0
37	14	0	0.0
37	15	0	0.0
37	16	0	0.0
37	17	0	0.0
37	18	0	0.0
37	19	0	0.0
37	20	0	0.0
37	21	0	0.0
37	22	0	0.0
37	23	0	0.0
37	24	0	0.0
38	0	0	0.050285686
38	1	0	1.658011e-05
38	2	0	2.6842808e-09
38	3	0	4.3807446e-13
38	4	0	6.616419e-17
38	5	0	9.9930535e-21
38	6	0	1.5092925e-24
38	7	0	2.279549e-28
38	8	0	3.4429075e-32
38	9	0	5.2000013e-36
38	10	0	7.85373e-40
38	11	0	1.18e-43
38	12	0	0.0
38	13	0	0.0
38	14	0	0.0
38	15	0	0.0
38	16	0	0.0
38	17	0	0.0
38	18	0	0.0
38	19	0	0.0
38	20	0	0.0
38	21	0	0.0
38	22	0	0.0
38	23	0	0.0
38	24	0	0.0
39	0	0	0.008017456
39	1	0	2.283381e-06
39	2	0	7.343561e-10
39	3	0	2.392667e-13
39	4	0	3.8576643e-17
39	5	0	6.2957096e-21
39	6	0	9.508674e-25
39	7	0	1.4361359e-28
39	8	0	2.1690608e-32
39	9	0	3.2760444e-36
39	10	0	4.94786e-40
39	11	0	7.3e-44
39	12	0	0.0
39	13	0	0.0
39	14	0	0.0
39	15	0	0.0
39	16	0	0.0
39	17	0	0.0
39	18	0	0.0
39	19	0	0.0
39	20	0	0.0
39	21	0	0.0
39	22	0	0.0
39	23	0	0.0
39	24	0	0.0
40	0	0	0.0034671568
40	1	0	1.1571259e-06
40	2	0	2.3238036e-10
40	3	0	5.486421e-14
40	4	0	1.4965836e-17
40	5	0	4.723494e-21
40	6	0	1.5390019e-24
40	7	0	2.4813142e-28
40	8	0	4.049513e-32
40	9	0	6.1161895e-36
40	10	0	9.23749e-40
40	11	0	1.35e-43
40	12	0	0.0
40	13	0	0.0
40	14	0	0.0
40	15	0	0.0
40	16	0	0.0
40	17	0	0.0
40	18	0	0.0
40	19	0	0.0
40	20	0	0.0
40	21	0	0.0
40	22	0	0.0
40	23	0	0.0
40	24	0	0.0
41	0	0	0.005281366
41	1	0	8.619195e-07
41	2	0	1.3017956e-10
41	3	0	1.9661678e-14
41	4	0	2.969631e-18
41	5	0	4.485329e-22
41	6	0	6.775019e-26
41	7	0	1.0234986e-29
41	8	0	1.5467265e-33
41	9	0	2.3394214e-37
41	10	0	3.5381e-41
41	11	0	0.0
41	12	0	0.0
41	13	0	0.0
41	14	0	0.0
41	15	0	0.0
41	16	0	0.0
41	17	0	0.0
41	18	0	0.0
41	19	0	0.0
41	20	0	0.0
41	21	0	0.0
41	22	0	0.0
41	23	0	0.0
41	24	0	0.0
42	0	0	0.3056141
42	1	0	0.000114332644
42	2	0	3.7697557e-08
42	3	0	6.1031445e-12
42	4	0	9.96033e-16
42	5	0	1.5043502e-19
42	6	0	2.2720825e-23
42	7	0	3.4316243e-27
42	8	0	5.1829384e-31
42	9	0	7.828058e-35
42	10	0	1.1823241e-38
42	11	0	1.781e-42
42	12	0	0.0
42	13	0	0.0
42	14	0	0.0
42	15	0	0.0
42	16	0	0.0
42	17	0	0.0
42	18	0	0.0
42	19	0	0.0
42	20	0	0.0
42	21	0	0.0
42	22	0	0.0
42	23	0	0.0
42	24	0	0.0
43	0	0	0.010219096
43	1	0	1.6476151e-06
43	2	0	2.6889216e-10
43	3	0	4.0612485e-14
43	4	0	6.1340922e-18
43	5	0	9.265397e-22
43	6	0	1.3996996e-25
43	7	0	2.1151733e-29
43	8	0	3.198924e-33
43	9	0	4.8474815e-37
43	10	0	7.3759e-41
43	11	0	0.0
43	12	0	0.0
43	13	0	0.0
43	14	0	0.0
43	15	0	0.0
43	16	0	0.0
43	17	0	0.0
43	18	0	0.0
43	19	0	0.0
43	20	0	0.0
43	21	0	0.0
43	22	0	0.0
43	23	0	0.0
43	24	0	0.0
44	0	0	0.011284054
44	1	0	1.8328133e-06
44	2	0	3.0132288e-10
44	3	0	4.6381823e-14
44	4	0	7.330635e-18
44	5	0	1.2286309e-21
44	6	0	2.3089737e-25
44	7	0	5.179076e-29
44	8	0	1.4127554e-32
44	9	0	4.4589348e-36
44	10	0	1.452795e-39
44	11	0	2.3e-43
44	12	0	0.0
44	13	0	0.0
44	14	0	0.0
44	15	0	0.0
44	16	0	0.0
44	17	0	0.0
44	18	0	0.0
44	19	0	0.0
44	20	0	0.0
44	21	0	0.0
44	22	0	0.0
44	23	0	0.0
44	24	0	0.0
45	0	0	0.0016320767
45	1	0	5.1511347e-07
45	2	0	1.6783346e-10
45	3	0	2.7059587e-14
45	4	0	4.4161324e-18
45	5	0	6.669909e-22
45	6	0	1.00739917e-25
45	7	0	1.5215736e-29
45	8	0	2.2983086e-33
45	9	0	3.472027e-37
45	10	0	5.2431e-41
45	11	0	0.0
45	12	0	0.0
45	13	0	0.0
45	14	0	0.0
45	15	0	0.0
45	16	0	0.0
45	17	0	0.0
45	18	0	0.0
45	19	0	0.0
45	20	0	0.0
45	21	0	0.0
45	22	0	0.0
45	23	0	0.0
45	24	0	0.0
46	0	0	0.011926452
46	1	0	1.9310332e-06
46	2	0	3.1520725e-10
46	3	0	4.7631844e-14
46	4	0	7.203287e-18
46	5	0	1.0913963e-21
46	6	0	1.6612729e-25
46	7	0	2.5572098e-29
46	8	0	4.0418683e-33
46	9	0	6.774996e-37
46	10	0	1.27244e-40
46	11	0	1.1e-44
46	12	0	0.0
46	13	0	0.0
46	14	0	0.0
46	15	0	0.0
46	16	0	0.0
46	17	0	0.0
46	18	0	0.0
46	19	0	0.0
46	20	0	0.0
46	21	0	0.0
46	22	0	0.0
46	23	0	0.0
46	24	0	0.0
47	0	0	0.0023188745
47	1	0	3.5443784e-07
47	2	0	5.510312e-11
47	3	0	8.908795e-15
47	4	0	1.564385e-18
47	5	0	3.1796257e-22
47	6	0	7.8512965e-26
47	7	0	2.3238417e-29
47	8	0	7.757339e-33
47	9	0	2.7565391e-36
47	10	0	1.006385e-39
47	11	0	3.2e-43
47	12	0	0.0
47	13	0	0.0
47	14	0	0.0
47	15	0	0.0
